ASP,CLS,SENT,PRED,P-1,P0,P+1,T/F
miscellaneous,1,rosario 's is without a doubt one of the greatest pizzerias in existence .,1,0.10431276261806488,0.0616568885743618,0.8340303301811218,True
food,1,$ 20 gets you unlimited sushi of a very high quality- i even took a friend here from japan who said it was one of the best sushi places in the us that he has been to .,1,0.0056255715899169445,0.06639754772186279,0.9279769062995911,True
food,1,"however , they 've got the most amazing pastrami and the soups hit the spot .",1,0.002180995885282755,0.0022686480078846216,0.9955503940582275,True
food,0,i ordered the chu chu curry and my friend ordered the pad thai chicken .,0,0.0034922000486403704,0.9010966420173645,0.09541114419698715,True
food,1,"i work near-by , and they have the best oatmeal in the neighborhood- not a packaged or quick-cooked item .",1,0.15571317076683044,0.022489260882139206,0.8217975497245789,True
service,1,i 've never had bad service and the fish is fresh and delicious .,1,0.008266499266028404,0.002741266041994095,0.9889922142028809,True
miscellaneous,0,a great way to make some money is to buy a case of snapple from costco and sell it right outside for only $ 2.50 .,1,0.2924124300479889,0.08524031937122345,0.6223471760749817,False
ambience,1,"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .",1,0.008937985636293888,0.19683237373828888,0.7942296862602234,True
miscellaneous,1,bravissimo ! !,1,0.05077976733446121,0.031522978097200394,0.9176972508430481,True
food,1,"the crackling calamari salad , which is usually a cheap disaster at many restaurants , is crispy and lightly dressed .",1,0.29921063780784607,0.017378157004714012,0.683411180973053,True
service,1,ive been here a bunch of times now and the service is always outstanding .,1,0.018440881744027138,0.052768804132938385,0.928790271282196,True
service,-1,"disappointing food , lousy service .",-1,0.9679322242736816,0.013734148815274239,0.018333682790398598,True
miscellaneous,1,they also do a great job for restaurant week .,1,0.2673884928226471,0.05929511785507202,0.6733164191246033,True
service,-1,"both times i was extremely dissappointed by the service , which was boarderline rude .",-1,0.9769026041030884,0.0094148525968194,0.013682503253221512,True
miscellaneous,1,"now at the top of our list , del frisco 's steakhouse .",1,0.026771916076540947,0.16621626913547516,0.8070118427276611,True
service,1,the service was the only thing good about this restaurant .,1,0.4200814962387085,0.08240120857954025,0.4975172281265259,True
ambience,1,"everything is always cooked to perfection , the service is excellent , the decor cool and understated .",1,0.0014339103363454342,0.0008932914934121072,0.9976727366447449,True
food,1,the food is delicious and beautifully prepared along with the friendly and personable service .,1,0.0023683311883360147,0.0011162783484905958,0.9965153932571411,True
service,1,"emilio , the owner , is often sitting in the front table greeting guests as they come and go .",1,0.3652811348438263,0.017400231212377548,0.6173186302185059,True
miscellaneous,1,we always go there on the weekends and leave extremely full and satisfied .,1,0.14000976085662842,0.015047886408865452,0.8449423313140869,True
ambience,1,"but the best part about ls is the late night atmosphere , delightfully free of the bts .",1,0.01169103104621172,0.011852288618683815,0.9764566421508789,True
miscellaneous,0,"no , really .",-1,0.4000413119792938,0.21878594160079956,0.3811727464199066,False
food,0,the sushi is average and the prices are anything but .,-1,0.6198660731315613,0.25119006633758545,0.12894384562969208,False
miscellaneous,1,warning : you may find it difficult to dine at other japanese restaurants after a visit to mizu !,-1,0.5363858342170715,0.09197915345430374,0.37163496017456055,False
miscellaneous,1,they 're terrific ! !,1,0.011536580510437489,0.0031374034006148577,0.9853260517120361,True
food,1,the wine list is extensive and impressive .,1,0.006143203470855951,0.008985983207821846,0.9848708510398865,True
food,1,"you get what you pay for and with that logic in mind , spice is a great place to grab some cheap eats and drinks in a beautiful setting .",1,0.010522816330194473,0.01598886027932167,0.9734882712364197,True
food,1,"great food , lt 's of it , more then one person can eat !",1,0.0013379608280956745,0.008383871987462044,0.9902781844139099,True
miscellaneous,1,on a hot day it was fabulous to stop in and enjoy lunch .,1,0.0043326555751264095,0.0040814075618982315,0.9915859699249268,True
food,1,"i had a terrific meal , and our server guided us toward a very nice wine in our price range , instead of allowing us to purchase a similarly priced wine that was n't as good .",1,0.0027450439520180225,0.001334810396656394,0.9959200620651245,True
ambience,1,"interesting selection , good wines , service fine , fun decor .",1,0.0028933407738804817,0.00420555891469121,0.992901086807251,True
food,1,"they have it all -- great price , food , and service .",1,0.007615996990352869,0.008248995989561081,0.9841349720954895,True
food,1,"great food at reasonable prices , makes for an evening that ca n't be beat !",1,0.06635550409555435,0.005123103968799114,0.928521454334259,True
miscellaneous,0,"this is the cheers of new york , whether you 've ever been there or not .",-1,0.36423200368881226,0.28170737624168396,0.35406064987182617,False
food,-1,we thought that this place is using too much of msg cooking in the foods .,-1,0.5119351744651794,0.1845095008611679,0.30355536937713623,True
miscellaneous,1,fantastic !,1,0.011189642362296581,0.0074020978063344955,0.9814082980155945,True
food,1,"word of advice , save room for pasta dishes and never leave until you 've had the tiramisu .",1,0.2872534990310669,0.023559873923659325,0.6891865730285645,True
price,1,the drinks are amazing and half off till 8pm .,1,0.026423098519444466,0.026116130873560905,0.9474607110023499,True
price,1,"this is some really good , inexpensive sushi .",1,0.04080332815647125,0.03052295558154583,0.9286737442016602,True
food,1,"i also ordered the change mojito , which was out of this world .",1,0.15571269392967224,0.1807505041360855,0.6635367274284363,True
food,-1,i ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime .,1,0.11476954072713852,0.0031697573140263557,0.882060706615448,False
miscellaneous,1,this is by far my favorite place in the neighborhood .,1,0.011953947134315968,0.03526505455374718,0.9527810215950012,True
price,-1,"i was in love with pongsri on 48th , but compared to suan it is slow in service and overpriced .",-1,0.6339775323867798,0.055412113666534424,0.3106103837490082,True
miscellaneous,1,i 've lived in ny for 5 years and this place has it all .,1,0.003987198695540428,0.17885418236255646,0.8171586394309998,True
miscellaneous,-1,first it took us a long time to find the place .,1,0.24125322699546814,0.20136132836341858,0.5573854446411133,False
food,1,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,1,0.0005935083609074354,0.0012487523490563035,0.9981576800346375,True
miscellaneous,1,we were pleasantly surprised .,1,0.16129210591316223,0.061545033007860184,0.7771628499031067,True
food,1,"the food is expensive , but worth every bite .",1,0.49212032556533813,0.011651448905467987,0.4962281584739685,True
miscellaneous,-1,ruby foo 's is a tourist trap .,1,0.3432493209838867,0.17049551010131836,0.4862551987171173,False
miscellaneous,1,i would definently recommend this restaurant .,1,0.05643054470419884,0.019292470067739487,0.9242770075798035,True
miscellaneous,1,this tiny williamsburg spot is always pleasantly surprising .,1,0.06470505148172379,0.016630329191684723,0.9186646342277527,True
ambience,1,"the decor in this place is very diner-ish and the kind of place you expect in the east village - not romantic , just simple , small and sparse .",1,0.20871472358703613,0.07709942013025284,0.714185893535614,True
price,-1,also they were $ 15 each !,-1,0.46933403611183167,0.2120325118303299,0.318633496761322,True
price,1,"all i can say is $ 2 pints during happy hour and the some of the cheapest oysters you 'll find in the city , though the quality is some of the best .",1,0.0042132423259317875,0.0025812573730945587,0.9932055473327637,True
miscellaneous,1,i would highly recommend nina 's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures .,1,0.003932056482881308,0.07313401997089386,0.9229338765144348,True
miscellaneous,1,i love going there !,1,0.01330371294170618,0.040958553552627563,0.9457377791404724,True
food,1,"overall , the ingredients and technique are there and i am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves .",1,0.040953923016786575,0.004286049399524927,0.954759955406189,True
miscellaneous,-1,i liked this place the first time but doubt i will ever return .,1,0.20223133265972137,0.013004245236515999,0.7847644090652466,False
miscellaneous,1,"go there on an empty stomach and leave feeling like a baby veal calf ( ok bad joke ) , but you will see .",-1,0.769742488861084,0.02783247083425522,0.2024250030517578,False
miscellaneous,1,faan 's got a great concept but a little rough on the delivery .,1,0.20149612426757812,0.11136120557785034,0.6871426701545715,True
service,1,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,1,0.07426311075687408,0.00811491534113884,0.9176219701766968,True
miscellaneous,0,we ran a little late for the reservation but it was n't a problem to get our table immediately .,-1,0.4835963249206543,0.1887701451778412,0.32763350009918213,False
